"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67"
-7.38964445190504e-13,3044.68762290725,1647.14756001872,213655.10260753,16509.9424734782,597.344044555511,6268.77949985397,439.221974918532,2996.72486808813,628.416586231816,409.758367817879,670.522471514332,1394.22983365741,15613.1812831626,10682.1890619839,4545.86577853496,2301.54894434789,1342.35184063692,3574.49526496825,1041.64379839659,1486.55857837264,896.655072927442,205.891451051446,106.839108120217,462.461219660973,1978.49340142267,936.428408879315,4156.12061123067,163844.059226566,6603.19328005656,6575.53080015882,2102.36074489484,73507.0256895404,54768.5152004389,59565.4194112198,7050.99104195407,24541.3731766603,10091.0442131344,19902.1633790705,77106.823116131,39982.4750701551,14827.6307067355,7750.95035768059,356.234239226303,1223.31147816454,2508.15237123607,5445.59625538395,10511.8934638563,16268.1440049243,18804.6721090713,23574.5105612956,202219.91723834,82083.6183551109,44482.6177542665,18759.2217233234,771.599519882379,1978.87878716471,11491.7037272008,25707.8512858242,35345.0788600515,13665.496656239,8691.60827375224,2050.84571447009,100194.750527766,42398.3001066144,8992.12213894691,3122.47105819689
0,0,990.843832440106,20764.0739233417,1058.44763824201,115.071488055142,1422.19662599129,201.519805103557,2887.35981530377,1194.46321071279,713.568911781676,601.519492105208,2092.88770562841,11122.6595988774,6206.06157017596,6252.06231629188,1131.19646510096,1012.8656436276,3211.7890241063,1586.48628512815,2301.68262740863,1304.75233576619,793.351272415312,468.511111205896,1345.33978724627,2346.19671854919,1204.65109174003,4372.69791555065,21911.0759184013,2463.40401388272,4612.3378472217,3218.97446794293,13719.5556845565,15182.5790434635,17599.3333872764,7066.23682370791,10851.1638851571,9091.15941054523,12242.4415587222,20971.5440956434,16494.6112753191,12115.992590714,8711.59091553167,521.126574332182,2015.9888681463,3564.97503127215,5985.1476372304,8852.5144644815,11983.6674311377,12960.6208183381,15943.2829649984,39235.8572441308,33651.145840676,25092.4988111997,14836.4880255381,1192.56412383517,2727.3509561656,9131.24044706306,16115.5081671985,20260.2322316207,12146.1424865951,8697.29014062383,3038.46438260778,37176.5442711575,24750.4286919718,9096.97148732337,3664.29056894306
0,0,0,16394.7865904492,3532.88795021192,484.334194961117,1163.10184288668,199.331113829742,732.604239079766,418.837379477385,334.179446775856,230.573670730919,1866.77618644203,8603.13062900685,5780.02329937401,5199.61129047303,1681.18231184582,1174.75184360134,3103.22927962856,1433.7442351123,1915.16346497119,1140.91560389667,641.863880795019,378.061124307328,824.422767890858,1841.72580230098,979.99509165272,3503.06089079605,14638.248955057,3201.26161603158,3895.99301382059,2365.0769781524,9800.19608833403,10209.6521887381,12631.2897841922,5475.90386795041,6673.95324420198,6354.73677278272,8258.66673907318,14373.3437219505,11821.5333495311,9496.42735275122,7364.60418675172,563.935348135364,1721.76293493405,2826.85530759528,4525.08407999383,6732.91051889683,8871.13324384268,9865.1007105515,12062.1718043689,26439.7557459395,25097.6161227672,19534.3482662901,11831.7413617144,1256.28690848528,2253.57523184696,6785.7842840509,11593.8879900235,15036.890267782,9937.3119566917,7581.46521749688,2480.36148940259,28105.5104102754,19645.0147584588,7803.9187905682,3260.13347227631
0,0,0,0,49521.5842762439,2149.70109493346,43182.8087747211,4430.04276489218,32398.418136977,12646.7622858079,8144.60979454656,7072.58069207427,3417.42559167019,2070.75151856504,6076.7000439275,799.4756020221,3473.01507199002,1722.43233781569,6242.6127931387,1477.36024286292,4276.65298094889,3939.58418096199,2680.89920061969,1714.85917723007,3104.40850965078,2796.45397085306,5778.12208776557,3377.99444397519,26650.4042620345,19046.1473311074,8824.44954547431,3339.06866359127,17302.022072432,15184.9550558069,10307.8569839139,1379.72910589267,10787.8795491236,2093.90818836432,4885.64326121356,12950.6525292238,6520.25440817252,1033.64489345767,2474.33199049976,1103.5048499359,1776.99162780616,1597.06993296911,1649.56966816917,2108.56236572383,3447.82208414573,1887.42778634704,2665.5174896344,66422.7082411832,23632.352240852,15751.1443391324,5417.40137442374,1248.43902661366,523.695197972268,2356.26541445404,5287.54612262123,8763.39666778562,4263.54395610611,3806.2819736587,323.075122693637,41548.583179012,17095.7831015388,3458.230118133,1356.98289020685
0,0,0,0,0,61.1952928026542,4993.69573380273,751.576716543605,9449.36488511541,4340.424819482,2644.95786185122,1801.37438812224,4314.15360360241,18825.5687903223,12282.0802043841,9005.82374008931,1171.550431652,1266.8672856955,6617.04331639484,2857.03999177162,5235.01250234669,3041.53797098343,2054.03278402681,1250.09694072718,3107.60739919451,4228.16583233498,3235.00601420887,8764.27173152048,58661.4065461259,5331.55361003648,10771.0817134161,6752.68170711204,37336.889328822,38464.7097817508,41208.6123245929,12336.5672022006,27006.39916933,17651.6876470434,26189.1871592455,49249.5664623061,35403.2109007134,20717.5106500439,12517.9718101435,1008.50751015438,3696.16784584047,6780.43848114172,11476.5443115125,16205.0746920815,21970.2819092123,23767.3070682029,28436.1556193307,90013.8210715244,62914.1125557175,42527.4480128078,24147.2514297103,2081.01823886991,4502.68091495371,17421.9734502145,30309.2405274786,36584.0745768419,18534.3069431082,12168.7786890723,4809.96399608511,68291.5810910648,40439.1401103,12855.3862195896,4981.48792531299
0,0,0,0,0,0,342.52986357367,206.692648595199,838.46356150351,539.855102866745,429.102097233822,399.922515544891,605.985233517554,2134.50021001041,903.822427566273,2621.26590165289,320.292600151866,446.865042142394,619.758409302297,660.076484860548,653.575178992875,442.188782340829,395.376755507635,332.707756299012,607.419938577708,719.708951760384,484.189871180394,973.417925028457,2551.93139642035,368.079488919575,760.573102777555,837.382676013003,1644.85886155449,2067.22151969477,2284.09503248923,1754.97718859751,1640.73542646926,1822.46867054035,2088.55681079449,2784.01069075883,2446.33011489442,2515.45812197564,3541.20677690357,342.329862023747,650.25587925281,934.83691959411,1359.94799560368,1876.37548541399,2426.21403482467,2362.16260935089,2981.25981518183,5025.79638081157,5584.07206252634,5386.20934749141,3704.08633682257,465.806909920088,1026.02833394181,1839.72404363514,2988.13900834241,3819.31638252753,3783.45535645914,3840.91248875451,1279.83105979452,6418.33519983596,5797.21804210934,3831.76460826758,2052.05795402911
0,0,0,0,0,0,0,62.8914100795757,2069.64873626417,2392.30131773247,1076.14810683369,245.193709559103,4842.70546371058,19475.264257956,13895.8894836838,8599.13455218391,3066.47378698684,2427.49534749238,7747.39827629384,3403.62382604925,5068.06571690645,2853.99520192447,1599.42531913129,921.391707845457,2784.732561294,4963.48616261159,3291.39893938828,9114.3995463216,39261.0839187892,7651.59157920712,10191.0794852426,6351.48789747557,26162.5384333468,26979.2405229176,30469.0482769525,10589.2901648646,18679.4241165418,14401.3226383562,20332.3601472914,36498.5967128347,27672.6636244132,19003.011229413,11127.39480468,1364.40246996392,4087.80506124728,6387.60032815045,9862.65359203107,13473.6130992106,17698.1625329246,20412.3573365081,24573.5225806063,62111.3684237041,49614.8624836742,34461.6423639656,19999.6119673906,2597.87277275328,4224.22693702594,14573.2262765433,24134.0135425401,29105.2583914408,15846.1464836559,10488.9089195467,4314.60154868217,51625.4751340298,32496.046359686,11246.2275439224,4318.17995139134
0,0,0,0,0,0,0,0,321.108631718328,361.714604913223,180.045397910931,61.7639846018678,1016.6315336825,3858.05293400064,2004.91056221766,3596.62695636196,982.209189088944,924.407635087905,1256.06154780607,1050.12762398932,965.915603938232,601.386042504838,388.64018840511,268.976934190487,657.893019040224,1155.33813270766,634.894253536987,1668.24560948834,4138.31130078404,977.383582004991,1348.44262155765,1207.78091167961,2702.44613056936,3179.08919125171,3787.16011643295,2592.63956105738,2303.59363858163,2656.01437490458,3102.70479778171,4550.4351867605,3990.96553446993,4234.59382265818,4668.01419781151,515.096759439636,1048.30336109836,1430.78692043976,2023.89902414822,2837.13595446521,3599.98444529901,3906.38929018048,4897.24575693859,8033.62716517684,9105.19734135525,8154.23122599087,5428.88025111558,858.570051448603,1443.75669846525,2802.28928008529,4512.64344439238,5822.70864098173,5266.23602665748,4812.55286523932,1668.22837982328,9935.60459186397,8426.13928422018,4923.25888745286,2385.62663907809
0,0,0,0,0,0,0,0,0,864.660911560427,360.698625606351,197.141506820297,3228.74381127074,13814.6481690931,10440.9139833517,5504.96840874105,3443.60970109029,2266.18946499981,5743.87823560678,2180.80928178991,2929.57379576396,1817.0185490775,803.536090311567,403.311599789018,1389.67349160939,3338.33421392387,2044.70899148597,5804.87209975815,25430.161429759,7299.90429781046,6850.92164065187,3626.57165464756,17049.6315223453,16477.0962605717,19994.5951197416,6331.50478165104,10572.6935015258,8452.27946292465,12082.3794292613,23641.4578114654,17925.8983998898,12696.9048943339,7367.2690239993,973.388500621774,2617.89236328887,3687.65699190248,5661.3182433422,8231.74910675509,11037.4512825467,13400.1970038182,16473.7702273699,41961.6148777223,35260.9994274707,24371.6336252627,13473.5434801959,1816.59340839661,2409.32768109069,8823.02737917106,15406.494560736,19543.4653830328,10713.16418274,7354.90603005669,2390.10866491273,37507.1448800527,23401.5987038885,7750.39211687483,2874.19788280575
0,0,0,0,0,0,0,0,0,0,122.345180445682,428.618423731211,1039.54322447358,6598.00460958798,3886.57628253979,3917.14970878734,1527.50586567313,994.004403440728,1910.30041392751,808.825619356811,872.341388957135,581.207360008901,253.598866173466,112.082426925402,336.232574703219,1158.47605128424,366.238086713987,1981.94015300862,11066.6952169823,2453.75500008154,2293.04726394733,1252.52125488417,6814.90276719915,7076.29875827096,9317.95844735133,3760.25193018797,4487.60039421094,4360.19799183236,5696.90408777976,10759.3253042804,8656.53856479951,7084.15321598272,5794.96715671631,319.811340323359,1024.40780288045,1622.74968779659,2816.97768211611,4722.71031234667,6556.28891065183,7328.16915077071,9310.51116168756,22053.632056147,21051.1101972905,16274.4643648334,9363.40388419617,732.340307557642,1381.90930867996,4629.18113933591,8852.78872948159,12069.4124749026,7930.75973677007,6201.21244358586,1608.41619763798,24243.3605261278,16666.638853509,6329.20734300571,2559.85909413817
