"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67"
0,0,0,0,0,0,0,0,0,0,0,171.595756293428,1146.33046662352,5627.96476497774,3058.06977717624,3874.26797835062,1444.67084704498,1105.74259186448,1707.99516211076,995.236249089341,888.751913903184,509.304647711841,242.636947680401,96.6270056751488,508.041534221204,1253.72333224129,513.512240326195,1952.52098270534,7132.9688174855,1844.75666497859,1760.71036361789,1254.6354539961,4390.90792644364,4877.41687536909,6250.54623452154,3132.66540819794,3226.70756297525,3533.12684904213,4404.10607762824,7478.15999551673,6203.54453007343,5873.33507721114,5249.6625154963,424.965776484559,1096.38662286715,1504.67358238255,2385.90639569749,3729.90425672687,5046.10437152958,5694.23570075071,7282.88580730391,14468.5974443476,15126.7575066363,12347.597315846,7474.04573220194,806.666183164608,1294.53032469815,3682.09314223502,6700.85196603659,8974.65697809731,6642.3123694869,5408.68661409832,1518.93516791608,16861.6730667569,12628.6737849017,5573.04046458178,2295.56091299468
0,0,0,0,0,0,0,0,0,0,0,0,1513.73770296933,5443.94586679928,3192.43269960681,4191.02914281316,1539.55443069806,1258.5284124653,2007.9130652696,1359.97055583508,1316.62316203934,815.067347671056,493.54476782264,295.579203106641,823.158199862621,1561.69825893286,888.632448956112,2393.7680915972,6156.88375130559,1844.57456972845,2062.23679368363,1627.950267358,4092.09244831189,4565.75739363297,5600.75841136786,3340.67904835877,3170.01507711061,3565.39925945415,4277.11497116013,6614.8686770447,5732.26466134061,5762.4294640841,5404.61626632611,660.922721555395,1410.93328475875,1887.93605864335,2691.17606617063,3786.86255038987,4818.22056110654,5428.45764238051,6743.97664180361,11587.3675853986,12734.3652750847,10827.118145263,7028.91074348912,1144.74018878918,1684.86213098765,3779.72201230266,6134.47112918503,7912.8904458629,6460.31809927461,5471.17852797682,1870.38814533188,13771.1608012352,11015.374494573,5636.67365975679,2497.53422693201
0,0,0,0,0,0,0,0,0,0,0,0,0,2238.10549977254,459.334694812572,2302.35237633325,581.51022696717,295.314116637666,72.8382386262722,85.3559533438218,232.408649085308,342.708655249084,262.023987089775,241.753912279577,146.504934446582,190.744099987674,251.542628362668,277.833196975413,4664.68736791045,487.630756627906,400.279428367751,225.736271677473,2209.81129345159,3369.95074112265,4023.32648474132,2074.98775484727,2013.24514190254,1947.99274606283,2660.46300169453,4964.75561428619,4100.73565869384,3232.84377500077,4288.73214717882,36.3730037854437,92.234301767711,471.322625328199,1196.92912464608,2518.81996615489,3746.54856002153,3395.59689107516,4564.47727380605,12939.4007716748,12565.4565699477,11109.0015148991,6390.98663142731,89.8230887568712,783.321878411488,2306.06588959926,4970.18396840522,7320.2392947113,5778.5719400828,5250.82889675306,1007.34730670619,16488.435231199,12168.853569251,5073.65696879646,2299.54329179421
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2687.80194088676,981.997728111323,2669.45031478726,1190.57757497502,3314.18344508974,928.260658809355,2772.06393347611,3137.38037943262,2416.83635722437,1638.40268433017,2084.0535090319,1621.68775873709,3417.91882608657,1675.12905732192,6173.0815251844,7258.13611141939,4209.02158943006,2091.12865259643,5229.67917749871,5772.42148966097,5740.68857009776,2199.23768627371,4418.22081002114,2205.85948582264,2984.83088862088,4890.12809063141,4615.17425121183,1529.10947838984,3093.94404373116,915.017860702652,1417.20452271659,1620.47918453921,2037.34163797438,3018.26318490151,3995.2641603255,2695.01915647656,2733.54116238366,15470.219588214,11943.8060888083,11232.4408604813,6043.38512474418,1204.01643878656,884.543717490794,2727.45910762432,4569.32780391082,7097.77225564539,4913.18279185734,4590.15485841656,763.708179725837,20706.0280569672,13292.7122099557,4162.57406832477,1795.72427666372
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105.84551721852,897.465371719154,453.906532400675,413.997012191268,271.647013383833,733.352989767074,864.488406910919,736.638529025665,557.753396106158,831.729768298763,423.966034048556,1331.65859695989,573.037408742253,12727.9619198531,2301.37178903215,707.705327950539,546.992663781844,5375.17606760943,8439.7391202835,8903.61682387021,2395.11584943068,4688.22816118139,2767.9765168124,5088.33312677604,11655.689549071,8300.71008714148,3991.17125426744,4356.42602167315,210.464464627639,137.406798866143,407.807809451939,1462.84770651083,3351.00455862388,5609.68457744075,4747.64278435273,6628.81410073403,34182.6435657752,24601.5544674222,18368.7241891703,8859.55194660285,98.2205853660936,597.935442115539,3320.61959530795,8374.38026942572,12392.4054639716,7018.47249410781,5527.28572759983,766.873730102957,33227.5684501171,19234.9749788794,5328.4064674071,2044.7853596324
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3152.31001233832,2135.99280654446,2604.09748248769,1608.80733438588,2323.23930851489,2718.9739267004,2347.08364284188,1963.92960903552,2259.39111987056,2235.96340693959,2961.38065819564,1785.43769753246,660.29063279489,4155.77314040881,2429.80585121633,1977.38629100954,1209.99591373606,1116.12852492989,839.838699910171,898.582061151054,1464.82636979447,919.063292049887,865.648901576872,566.857398152318,735.195405741923,341.722858486054,499.969337784999,1609.70580646962,1857.5897715942,1536.10808337855,1176.12905018604,960.189207749638,813.43640774124,557.751868991799,301.861202914229,966.764405813865,628.206125225955,1195.47916884673,816.879304113646,1700.71404233557,998.522770054399,973.171726308164,590.909041176361,672.166952368085,827.515811305993,1451.15476752191,567.089602240411,2161.40154328124,1926.09709049611,1033.34419431379,743.887630959091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6308059147188,559.325408287937,489.799264465714,914.068127431308,645.39358325695,659.635736800176,527.98165190545,755.077225226493,542.92186900861,672.463395459992,1136.63667709077,5770.83034717023,275.580030241097,1099.98297357569,1069.2014630543,3504.80880067418,4675.50393270014,5028.18170863714,2961.59739666303,3393.52820404838,3216.07343312698,4096.3368050012,5959.22799151339,5092.00744042493,4015.53681940037,5047.83317748788,171.03752397775,537.718333183952,1234.00528092852,2266.98608434796,3474.22376550834,4762.83546262645,4242.43396835817,5326.51515914729,12350.1060213932,12033.7295067409,11059.918009042,7102.94139348793,295.165728388898,1241.26245828394,3369.56747342235,6004.77658204408,7917.39741877525,6402.06104392471,5723.36786341062,1565.96195818941,15161.1321940937,11967.2663967198,5598.97434957647,2599.19690298192
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309.984700886278,191.771965452713,480.4609795728,485.48351774268,525.460606205868,448.201944990936,424.727771869203,239.050068541385,380.834766421485,505.455128684704,2893.44772955999,271.849519492802,622.20312321661,522.673456352778,1798.13103372367,2316.12267041957,2619.05575340895,1772.09868122982,1694.91952924462,1717.01368398915,2026.48622109285,2901.65745123016,2610.05531615444,2152.9962312016,3648.01680702751,94.3585322921432,285.397628141833,690.534189200572,1254.40340391429,2020.05304503694,2730.25340940173,2303.25729644383,2844.3625261057,6421.35220911911,6664.80460732977,6663.86920219843,4532.18339850353,210.893052488345,821.197277144382,1824.8355243216,3286.39658406356,4529.34154498591,4308.71798631478,4453.09975247533,1077.49174830157,8992.83254194048,7674.19690088178,4195.04116626135,2151.9450768812
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.527849751915,373.026291741186,374.681394676759,327.292900468884,292.713949807303,330.750736817352,232.399126125627,498.045944296406,499.370344117887,9594.9135230036,591.542770536906,493.216741860717,347.225635073093,4364.50122378171,6742.95707267096,7588.85184006056,2847.08942349717,3867.75052964125,3040.62367187481,4773.49741145155,9709.31705912857,7447.4024096987,4701.13061135175,5008.07498672932,60.0641396208472,49.0613521541981,578.092010046819,1745.29449256543,3686.38467693413,5717.12394513387,5229.65849961556,7038.51517569639,25233.5984594674,21070.3328023783,16821.1026296392,8891.04707801526,31.9205693143001,876.418721310235,3585.02174877742,8052.18166544818,11554.727457871,7446.06974215808,6046.49000999965,1103.42224438076,27220.3223356405,17685.7953976757,5917.53456904968,2429.78918784709
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.462204195833,356.127987595284,337.423546599843,292.68491288628,186.728841392489,132.461909335651,223.792690527231,102.210955404302,2112.16934339226,520.770316025479,323.216198366531,148.819761302601,1119.85156761353,1466.92981750491,1879.20636682338,1162.40411028924,996.818817430237,1024.76446022931,1201.60270238185,2077.37912450957,1836.32860902263,1582.65726787638,3035.91507613374,54.1079248100664,97.7351999715796,280.132127640569,641.047979578227,1362.74073452891,1991.6950180933,1674.44871964344,2216.2224488881,5728.25994825643,6125.4650235806,6040.15211782838,3794.88270640641,101.999378373267,477.1850712518,1137.59213789802,2494.60023267647,3801.76660888505,3670.96531137209,3913.80564278804,659.024580022931,8557.80732596321,7094.93212967375,3649.58306656693,1809.50417518155
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.994286823892,171.880947264023,127.561654730347,153.857977486713,271.309177513118,201.677430796084,336.863290586099,4857.2952457316,1171.333325161,215.135967305854,102.725097127489,2070.3738428528,2923.98451307382,3931.4481649136,1641.85982123515,1562.8502073324,1692.13777832009,2387.03947929717,4995.11567707422,3930.83340373723,3257.168475962,3927.36693067415,95.0461638805118,154.875708457828,234.725736984514,833.258159563351,2076.71292869309,3350.17031466267,3267.94003979755,4617.70712237127,13580.0107066618,13250.5757376964,11065.072961037,6118.97568859232,153.344994099023,460.102899683635,1867.12922281822,4777.74115353744,7232.52461169422,5333.8875966188,4682.46565227597,691.528666246293,16962.7024553839,12009.9635782663,4551.68240543082,1860.8209752796
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.9363399716035,55.4690366399295,202.005412028182,345.985980203736,187.135622128393,696.488856364491,4570.98817478218,601.041056790984,283.50819958379,307.113759753322,2121.26269553912,3152.64844788459,3853.63337760533,1886.67798864795,1745.95726530186,1984.98075165831,2790.37267389589,5071.50217369853,4066.67849669581,3646.48520505118,4227.74654661966,127.969583952878,231.517696610438,448.406059768815,1155.51300511588,2263.04119575398,3460.3815797829,3475.53949051501,4827.69619548982,11918.2114851947,12200.3616545836,10481.4574375406,6055.97730824763,181.315907321564,605.08585853794,2192.47447573658,4855.0376448736,6918.85827348498,5420.20479806384,4762.5369704174,867.341938451933,14805.857506803,11125.557201458,4697.98140292676,1953.99523513262
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5519375831559,133.742444042039,380.546540928961,147.06631696937,583.047739255341,2732.23702235416,422.67506654358,293.96473414565,281.265987626962,1309.89244523249,1923.64745867944,2385.83380382249,1430.54975044713,1120.56102160945,1384.09343009491,1815.26915914645,3151.1218876437,2620.93708889022,2719.29449824479,3554.84676743373,138.54839965314,242.803016095049,410.098868077378,861.92520374356,1617.34795324412,2371.80028691218,2448.26221142727,3396.13921577859,7131.58485769655,7959.51988752216,7215.1086212797,4340.47641382996,206.073423439357,603.189608212712,1560.34543808471,3235.81045776918,4620.57805424961,4208.91150802385,4067.34785409059,800.409147734859,9473.52142520923,7756.16617293076,3990.72634366431,1836.87884741844
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.438950765074,295.788794184563,101.159244879792,417.914844600534,1666.71845733783,373.738340819965,229.834250667117,224.983788356068,844.710685617621,1149.9193882307,1476.0400086614,985.754107098492,701.449676075054,936.254801821988,1146.76996499643,1909.51146467395,1614.24442862571,1850.71477682963,2839.24427220328,133.770570007168,238.532260707876,317.541755074142,596.20781385672,1084.84678902181,1554.15891101209,1623.99809392399,2238.57736084658,4218.55495388171,5009.23011634063,4741.28187162253,2976.24768322973,209.660081091948,451.054131020681,1014.30592920182,2067.3859285606,2974.15033711412,3047.90543068345,3254.30561149486,643.670563384564,5930.2969526428,5196.23795944984,3177.10678555832,1556.98775365698
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.603525723186,85.13448554324,363.782398667841,3167.60522774737,659.120944877441,416.765877520171,162.169733848227,1634.93682798436,2159.97514389835,2894.04970914178,1632.69168063755,1159.02178685673,1415.28200025513,1789.41052339003,3410.98242504869,2923.43073574151,2780.36886662318,3824.80303482174,92.9497770255858,190.395124596787,428.420194898199,933.897727000949,1917.68463243434,2750.71209541063,2720.72219026865,3621.88516661946,8437.35886021274,9163.21321602119,8353.47408707514,5062.14586436629,238.255571759031,664.196810544128,1702.85963236394,3569.2228282004,5346.79654510026,4740.36608982746,4586.91993723009,875.886009712267,11700.070933515,9250.836975959,4423.48061532111,2058.41565282636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.46343631567,270.400620776063,4309.93430519153,748.829379268636,372.659928984445,197.023267054776,2197.89076746161,3133.35984248139,3780.81100219456,1864.45776427155,1716.8829555069,1715.63429376101,2400.61261713841,4428.18675413693,3731.72604499288,2850.89109680766,4076.28792768534,88.4099381576429,106.670729366536,404.08616472473,1124.60202038871,2319.311103893,3444.74303931286,3033.36782462831,4038.83334165035,11549.4035633204,11460.5493072943,10353.1116825754,6142.12297585897,157.220547442369,592.191568258134,2072.88542847096,4501.68051059764,6713.60724275831,5418.58203920781,4992.64904389491,856.669134553577,15379.7876674848,11495.2065352309,4772.68569301554,2079.17951143544
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640.607927191401,6374.12272943216,783.142116845934,726.653824189603,390.035722093882,3429.51233523692,4157.17512548443,5428.60393282727,2518.97281717871,2536.5199513316,2634.93378791614,3412.41633068964,6356.52230723636,5218.63126807779,4389.37457365152,4824.48455255307,61.8014514156044,313.053397741818,723.19272605338,1605.21522473733,3101.37915010731,4513.70532178662,4531.00275028533,5952.87156388607,14931.6640590068,14794.2708056134,12424.8194568872,7296.11274432697,240.94427665906,864.418314361668,2865.17732162905,6039.91016851347,8627.9929087895,6401.96625857331,5486.16861894762,1153.47321613944,18312.4778219222,13325.3872326966,5431.27943807049,2310.86330355938
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5029.27202246554,2172.28669282354,605.97164969058,193.6781195353,2234.2719082244,3254.95254109735,4175.72487537675,1629.67204328531,1805.29221271528,1474.1989601271,2109.56464365397,4856.12599802478,3816.63371486124,2541.15118332713,3732.5953647176,165.702908609475,208.450292159993,285.88454778236,800.844685380648,2150.45776259552,3444.17053383885,2938.72047384078,4085.76386883221,15630.4847777647,13996.6167632691,11823.709377235,6178.46642380152,214.449072563011,459.570195068189,1811.76563622223,4697.24477650566,7524.0838543431,5359.03512375837,4814.35387368455,648.659153871181,19715.0626104926,13208.6194058002,4602.26967823597,1937.49127482649
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26305.8519541808,11830.7890724248,4005.10772557922,8103.42810023963,3305.03380949686,1335.59901512167,472.842303322133,5549.17203832307,757.82252160542,1218.95707467513,1754.77280862371,797.570435014259,850.398845774035,1502.46626088065,1506.29485354574,2707.64103965236,2047.27844715641,1109.80122629639,593.966813419879,623.353682569746,549.139512679438,1024.15589179939,26408.0724361682,11631.2998040765,8640.91583922918,2359.81507736007,2012.31692409445,584.395577059469,730.744421289588,874.205463951815,3034.89360516507,2252.47855523455,2626.60430197454,150.841755193962,24538.3240190509,10313.4153262181,2296.00699140301,965.710862728985
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229.17797553677,1421.10730725151,13725.0571284047,17584.2904975794,19054.258122315,5716.15489480618,10579.3870338486,7120.45444635139,11516.1724125701,23957.0059166455,17376.0011153475,9610.29047808426,7414.80669417204,101.69960531755,434.83932445872,1846.38233887405,4304.33873351852,7581.78705197439,11201.5136197373,11116.4549160787,14084.3864400588,53883.8114770811,38886.6854330831,27911.2235039296,14631.8186558438,209.421632091425,1843.49398338201,7899.83463806932,15988.2540348695,21180.07178672,11554.4831809487,8346.12010817926,2075.74747113565,46852.3720980746,27796.8659747998,8406.22449591648,3327.65007586815
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.318298983096,4114.78112307542,6735.21342374848,7987.79219312597,1934.20354528866,2991.81201085217,2302.60885412865,4438.82221846535,11324.9634859957,7641.25878664011,4446.72917416127,4243.74834846358,174.401121480432,134.144118220617,136.441815144927,991.626604585491,2718.6044045835,4858.91630613198,4723.47160458186,7006.18449591192,32668.0676734276,24605.5495590334,17512.6360942522,8312.75883847137,127.762803573642,389.22077196411,2697.87528983793,7780.55237123867,11708.2124678272,6537.93242746906,5097.96651409508,622.0718687628,31310.0657131032,17998.0153180341,4984.51082071505,1839.75261233982
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547.2277614123,2559.10085375331,3388.91355503113,1445.27986502885,1116.6904222156,1236.35101916278,1880.09642267373,4311.03825486956,3442.06145062851,2713.27938063226,3700.08986325865,143.227678958007,90.6744881327146,142.769384015479,647.511466932575,1827.72250020814,2983.00130301194,2753.12829758944,3931.42745217256,12881.3080560761,12503.522420384,10732.3950541918,5824.04066444715,186.250279522547,421.437609443071,1589.14663625651,4213.90829256009,6666.29485058298,5097.18582108789,4628.40637104966,604.382098227965,16775.5497627564,11821.1455036228,4421.67811782721,1850.78134862694
